region_cd,region_nm,research_date,apt_type,tr_gbn,bunwi1,bunwi2,bunwi3,bunwi4,bunwi5,rate,level_no
11000,서울,202112,1,S,446752.4038461539,742601.9230769231,974935.6388088376,1325564.423076923,2266589.817483189,5.07348096612307,0
11000,서울,202109,0,D,148995.17749497655,291808.77427997324,452473.5432016075,627407.5686537174,1094099.06291834,7.343184399073777,0
A1000,전국,202109,0,D,47698.47303443795,118110.36495559887,209711.64175871777,338863.3636560537,656766.5150530648,13.769130818483102,0
A1000,전국,202109,1,D,71732.74285714286,157733.8142857143,258517.07142857142,381873,700758,9.769011640828694,0
A1000,전국,202107,0,D,47326.61024474767,116704.86679662118,205953.44379467185,332697.47671648255,646855.2090101797,13.667896468075654,0
A1000,전국,202107,1,D,70967.35714285714,155120.07142857142,253018,374623.21428571426,689768.3571428572,9.719515914258368,0
11000,서울,202111,1,D,248227.3076923077,427872.1153846154,558333.3333333334,719042.3076923077,1207221.9980787705,4.863373048283604,0
A1000,전국,202111,1,D,72611.14285714286,160419.2857142857,263061.4285714286,387175.28571428574,710045.1571428571,9.778735455793875,0
11000,서울,202108,0,S,218375.95445411923,496261.2190221031,775956.1286001339,1118381.1118553248,2020573.6278447122,9.252729463257982,0
A1000,전국,202108,0,D,47534.51397011046,117404.5040069309,207886.37643491445,336068.7026207494,652036.0623781676,13.717108010995245,0
11000,서울,202108,0,D,147921.29939718687,290365.03683858004,449192.23040857335,622283.6570663095,1087559.906291834,7.352287403665931,0
11000,서울,202109,1,S,440791.3461538461,731475,959675.3121998078,1304620.1923076923,2214692.60326609,5.024355905782943,0
A1000,전국,202108,0,S,72381.20608620316,168358.07829759584,298465.3222871995,519519.35715832794,1149885.383907299,15.88651869848412,0
11000,서울,202112,0,S,221686.40321500335,506671.13194909575,794642.330877428,1146591.426657736,2084541.499330656,9.403109388305408,0
A1000,전국,202109,0,S,72848.00671431665,169830.1797704137,301977.0485163526,526150.6389430366,1161498.483863981,15.944135416346462,0
11000,서울,202107,1,S,432997.5961538461,718053.8461538461,942205.5715658021,1282283.6538461538,2170100.864553314,5.011808111244726,0
A1000,전국,202108,1,D,71381.39285714286,156476.92857142858,255893.42857142858,378643.28571428574,695383.2142857143,9.741799458542367,0
A1000,전국,202108,1,S,96739.4857142857,211207,361278.21428571426,593163.7142857143,1228718.642857143,12.701314605765946,0
11000,서울,202110,1,D,247353.36538461538,425891.3461538461,555580.2113352546,714858.6538461539,1201230.5475504324,4.856333956413375,0
A1000,전국,202110,0,S,73290.4460688759,171558.0940004332,305699.16937405244,532428.947368421,1171956.0320554473,15.990570325552152,0
11000,서울,202110,0,D,149408.9752176825,292904.21969189553,455087.4079035499,632110.5157401206,1101653.9491298527,7.373412122831241,0
A1000,전국,202110,1,S,98571.4,216329,372201.35714285716,608278.4285714285,1253359,12.715239917460845,0
A1000,전국,202112,0,D,48159.377301277884,120155.75373619233,213930.38228286765,343839.3437296946,666579.5971410007,13.841117441593527,0
A1000,전국,202109,1,S,97629.7,213467,366681.4285714286,601158.5714285715,1241668.7142857143,12.718145341896106,0
A1000,전국,202106,1,S,88835.36940081442,186827.51599767306,302514.39790575916,486946.77137870854,1044687.8999418266,11.759819393875894,0
11000,서울,202106,1,D,201676.63043478262,335387.6811594203,436585.89511754067,559826.0869565217,950144.6654611211,4.711228382846148,0
11000,서울,202106,1,S,315208.3333333333,563974.6376811594,764146.4737793852,1044311.5942028986,1899603.9783001808,6.026503037568321,0
11000,서울,202101,0,D,114959.78152929494,201188.679245283,304685.2035749752,443247.2691161867,816339.2857142857,7.1010859176542525,0
A1000,전국,202102,0,D,42542.912552891394,91843.8645980254,154559.76727785612,246444.99294781382,507333.65655853314,11.925221526095365,0
A1000,전국,202104,0,D,42647.30253878702,92342.1191819464,156116.0084626234,249887.57052186178,511253.7023977433,11.987949341761215,0
A1000,전국,202106,1,D,66433.97324025596,138507.56253635834,213734.14776032578,313370.85514834203,571847.585805701,8.607758318739055,0
11000,서울,202101,0,S,163119.96027805362,299662.36345580936,519570.0099304866,804094.3396226416,1643670.634920635,10.076453133747952,0
11000,서울,202102,1,S,308703.8043478261,553000.9057971014,750335.623869801,1022094.2028985508,1840786.6184448462,5.962954108498045,0
A1000,전국,202102,1,D,65349.15648632926,134803.63583478768,205750.4363001745,302739.2379290285,562076.061663758,8.601121910140366,0
A1000,전국,202105,1,D,66039.79057591622,137260.61663757998,210904.74112856312,309672.62943571847,567067.0447934846,8.586748077912379,0
11000,서울,202102,1,D,198697.46376811594,331110.50724637683,430853.52622061485,550822.463768116,930354.4303797468,4.6822662591480775,0
11000,서울,202103,0,D,115527.9046673287,202341.41012909633,306969.21549155907,447945.18371400196,824984.126984127,7.140994458089852,0
A1000,전국,202103,1,D,65599.8254799302,135720.82606166377,207688.56893542758,305487.78359511343,564870.942408377,8.610860444761324,0
11000,서울,202104,0,D,115732.47269116186,202747.5670307845,307704.07149950345,448835.15392254223,826080.3571428572,7.137844184382854,0
11000,서울,202104,1,S,311259.96376811597,557275.3623188406,756221.6998191682,1031460.1449275363,1855394.2133815552,5.960915084998841,0
A1000,전국,202101,0,S,65288.557827926656,137164.58039492244,223036.9358251058,371619.35825105786,907341.5021156558,13.897404572896658,0
11000,서울,202105,1,D,200778.26086956522,334028.9855072464,434544.30379746837,555682.9710144928,936433.9963833635,4.664020857276546,0
11000,서울,202103,1,D,199498.91304347827,332440.2173913043,432979.746835443,553900.3623188406,934732.3688969258,4.685400810646084,0
A1000,전국,202103,0,S,65564.95063469675,138559.41466854725,227137.16502115657,381489.4217207334,923190.6911142454,14.08055191344407,0
11000,서울,202104,1,D,200138.40579710144,333393.115942029,433875.226039783,554900.3623188406,936021.6998191682,4.676871968132387,0
11000,서울,202106,0,S,165258.29195630585,304840.1191658391,532126.1171797419,823832.174776564,1700877.9761904762,10.292239838955778,0
A1000,전국,202106,0,S,66237.92313117067,141183.4449929478,234025.8286318759,396769.56981664314,945934.4146685472,14.280858607165527,0
A1000,전국,202101,1,D,65010.03490401396,133663.1762652705,203209.42408376964,298598.31297265855,557682.0826061664,8.578399987472288,0
A1000,전국,202105,1,S,87864.96509598604,183616.4485165794,295787.9581151832,477515.99767306575,1031531.4136125655,11.739962708523164,0
A1000,전국,202102,0,S,65423.519040902676,137866.44922425953,225214.2983074753,377020.226022567,916909.3088857546,14.014979969397617,0
A1000,전국,202102,1,S,86495.8696916812,178375.47993019197,283731.89354275743,459425.82082606165,1010111.7219313554,11.678149783705841,0
11000,서울,202103,0,S,163908.93743793445,301614.6971201589,524568.0238331679,812616.2859980139,1660747.0238095238,10.132132205654619,0
A1000,전국,202103,1,S,86912.78359511343,180111.18382780688,287869.400814427,465775.45084351365,1017109.8312972658,11.702649359793968,0
11000,서울,202103,1,S,310058.8768115942,555309.7826086957,753597.8300180832,1027483.695652174,1844365.280289331,5.948435662463071,0
A1000,전국,202104,1,D,65821.29144851658,136525.01454333914,209254.88656195463,307624.0546829552,565993.4554973822,8.598941817179098,0
A1000,전국,202101,0,D,42482.95133991537,91518.47672778562,153529.79548660084,243774.50634696757,503457.51057827927,11.850812966123888,0
11000,서울,202102,0,S,163540.01986097317,300803.3763654419,522420.5561072492,808856.6037735849,1655172.619047619,10.120902641779645,0
A1000,전국,202103,0,D,42599.788434414666,92123.7658674189,155394.97531734838,248327.53878702398,510027.380112835,11.972533171099139,0
11000,서울,202104,0,S,164250.34756703078,302410.1290963257,526335.6504468719,815314.399205561,1669326.388888889,10.163305062156017,0
11000,서울,202106,0,D,116350.54617676265,203861.9662363456,309308.8381330685,451460.7745779543,836087.3015873015,7.185933620948344,0
11000,서울,202101,1,S,306989.1304347826,549715.5797101449,745424.9547920434,1015353.2608695652,1825904.1591320073,5.947781136569935,0
11000,서울,202101,1,D,197570.65217391305,329440.2173913043,428229.6564195298,547309.7826086957,924916.8173598553,4.681448419503573,0
11000,서울,202105,0,S,164663.45580933467,303284.0119165839,528283.0188679246,818148.9572989077,1680307.5396825396,10.204495778517993,0
A1000,전국,202105,0,D,42686.336389280674,92585.91325811001,156817.34837799717,251418.81170662906,512439.1748942172,12.004758858220967,0
A1000,전국,202105,0,S,65943.6706629055,139972.86671368123,230933.70944992948,389823.8716502116,935425.2468265162,14.185216525301945,0
11000,서울,202105,1,S,312558.8768115942,559498.1884057971,758784.8101265823,1035519.9275362319,1870441.2296564195,5.984284461016583,0
11000,서울,202102,0,D,115269.61271102284,201886.79245283018,305969.21549155907,445632.5719960278,820700.3968253968,7.119833037722318,0
A1000,전국,202104,1,S,87389.39790575916,181864.2670157068,291930.4828388598,471864.45607911574,1024108.0860965678,11.718905389426842,0
A1000,전국,202104,0,S,65744.53455571226,139256.54090267984,229038.78702397743,385762.6939351199,929211.4950634696,14.133669077481276,0
A1000,전국,202106,0,D,42768.600141043724,92981.80535966149,157985.89562764458,254188.293370945,516302.0098730606,12.07198758365676,0
A1000,전국,202101,1,S,86093.5136707388,176439.79057591624,278874.3455497382,451268.47004072135,998065.445026178,11.592806501581983,0
11000,서울,202105,0,D,115941.50943396226,203168.81827209532,308242.3038728898,449487.5868917577,826640.873015873,7.129809479379855,0
A1000,전국,202009,0,S,64827.71509167842,135116.87235543018,217268.0712270804,356421.19181946403,883027.5035260931,13.621141856956216,0
A1000,전국,202011,0,S,64944.79901269393,135697.5317348378,218993.74118476728,361535.43723554304,891928.4203102962,13.733638934442808,0
11000,서울,202011,1,D,195200.1811594203,324639.49275362317,421188.0650994575,536791.6666666666,906520.7956600362,4.644057143162583,0
11000,서울,202011,0,D,114314.79642502483,199710.0297914598,301565.0446871897,436507.4478649454,802129.9603174604,7.01685158354413,0
A1000,전국,202012,0,S,65127.59167842031,136436.61847672777,221133.90338504937,367029.9717912553,899696.0507757405,13.814360819883504,0
A1000,전국,202007,1,S,84913.0017452007,170505.81733566028,263265.56137289124,418975.27632344386,954621.5823152995,11.24234878870308,0
A1000,전국,202009,1,S,84952.87958115184,171605.58464223385,266415.6486329261,427975.8580570099,970219.8952879581,11.420682854677677,0
A1000,전국,202010,1,D,64161.431064572425,130432.51890634089,195011.34380453752,282787.3763816172,534954.9156486329,8.337640024117468,0
A1000,전국,202009,0,D,42221.75599435825,90240.79689703808,149663.52256699576,232451.51622002822,481382.0521861777,11.40127976322209,0
11000,서울,202009,0,S,161948.46077457795,296883.813306852,514104.27010923537,795801.3902681231,1625344.246031746,10.036182117804273,0
11000,서울,202010,0,S,162134.65739821253,297299.90069513407,514927.5074478649,797081.4299900695,1627937.5,10.040650938692812,0
A1000,전국,202011,1,S,85186.15474112856,172828.0977312391,270073.29842931934,436068.35369400814,979778.6503781268,11.501618465530782,0
A1000,전국,202012,1,D,64740.25596276905,132593.07737056428,200709.71495055265,293604.13030831877,551168.9936009308,8.513543627598539,0
11000,서울,202007,0,D,113223.93247269116,197669.31479642502,296668.32174776564,426519.364448858,782744.0476190476,6.913238486994259,0
11000,서울,202007,1,S,301134.05797101447,539416.6666666666,731311.0307414104,999742.7536231884,1796162.7486437613,5.96466158874879,0
11000,서울,202008,0,S,161649.75173783515,296422.04568023834,512331.67825223436,793167.825223436,1621492.0634920634,10.030897332411696,0
11000,서울,202008,1,S,303360.50724637683,542833.3333333334,735390.5967450271,1004431.1594202898,1803540.6871609404,5.945205931819528,0
A1000,전국,202008,1,D,63738.568935427575,129153.43222803956,191637.28912158232,276068.06282722513,525143.1064572426,8.239016269556599,0
A1000,전국,202009,1,D,63929.522978475856,129821.8440954043,193413.030831879,279468.29552065156,530502.036067481,8.298232355747334,0
11000,서울,202009,1,D,193156.70289855072,321199.27536231885,416394.21338155516,529496.3768115942,893613.0198915009,4.6263629813604865,0
11000,서울,202007,0,S,161287.98411122145,295369.414101291,509434.9553128103,789353.5253227408,1614914.6825396826,10.012616199766406,0
11000,서울,202009,1,S,304630.4347826087,544503.6231884058,738224.2314647378,1006971.0144927537,1807079.5660036167,5.932038823675613,0
11000,서울,202011,0,S,162376.66335650446,297849.0566037736,515871.89672293945,798425.0248262165,1630047.619047619,10.038681577467718,0
A1000,전국,202011,0,D,42338.48730606488,90764.77433004232,151205.21861777152,237102.4330042313,490458.215796897,11.58421679667899,0
11000,서울,202012,0,S,162660.6752730884,298420.0595829196,517351.539225422,800904.6673286991,1635539.6825396826,10.054917574845925,0
A1000,전국,202012,1,S,85644.85165794066,174724.84002326935,274794.6480511926,444633.50785340316,988839.1506689936,11.545809602407225,0
A1000,전국,202007,1,D,63615.53228621292,128586.82373472949,189933.82780686446,273566.02675974404,520139.61605584645,8.176299047781036,0
A1000,전국,202008,0,S,64815.7263751763,134861.88293370945,216460.77221438647,353991.53737658676,877503.17348378,13.538429985409435,0
11000,서울,202009,0,D,113712.01588877855,198477.65640516384,298962.2641509434,431386.2959285005,792230.1587301587,6.966987196014862,0
11000,서울,202010,1,D,193995.47101449277,322739.1304347826,418464.7377938517,532208.3333333334,897153.7070524412,4.6246116074813814,0
A1000,전국,202010,0,D,42283.533145275,90488.2404795487,150327.926657264,234524.330042313,485042.84203103,11.551133033347758,0
11000,서울,202011,1,S,305492.7536231884,546114.1304347826,740068.7160940325,1008766.304347826,1809837.2513562387,5.924321378793134,0
11000,서울,202012,1,S,306092.39130434784,547688.4057971014,742538.8788426763,1011237.3188405797,1816320.0723327305,5.933894875964958,0
A1000,전국,202007,0,S,64788.48730606488,134595.39844851903,215618.3885754584,351222.8490832158,870437.9407616361,13.435071213341232,0
11000,서울,202010,0,D,114009.43396226416,199059.58291956305,300252.23435948364,433714.0019860973,795315.4761904762,6.975874263648364,0
A1000,전국,202010,1,S,85019.4880744619,171982.2571262362,267603.83944153576,430680.3374054683,973918.5573007562,11.455239020585225,0
A1000,전국,202011,1,D,64390.34322280395,131248.98196625945,197223.6765561373,287044.7934845841,541859.2204770215,8.41522491349481,0
11000,서울,202012,1,D,196552.53623188406,327434.7826086957,425338.1555153707,542528.9855072463,916929.4755877034,4.665060513418918,0
A1000,전국,202007,0,D,42174.10084626234,89868.45909732017,148301.8335684062,228597.84908321578,473650.21156558534,11.230831293646,0
A1000,전국,202008,1,S,84951.71611401979,170981.67539267015,264871.1460151251,423997.9639325189,963507.8534031414,11.34182918812315,0
11000,서울,202008,0,D,113458.29195630585,198113.20754716982,297697.12015888776,428986.0973187686,788029.7619047619,6.945545788828212,0
11000,서울,202010,1,S,305067.02898550726,545335.1449275363,739003.616636528,1007871.3768115942,1808471.9710669077,5.928113493880135,0
A1000,전국,202010,0,S,64879.6094851904,135310.1022567,217869.093794076,358181.770098731,886563.645980254,13.790711335405163,0
11000,서울,202012,0,D,114665.83912611718,200548.16285998013,303300.8937437934,440250.2482621648,810031.746031746,7.064281325677291,0
A1000,전국,202012,0,D,42415.53244005642,91191.5197461213,152516.92524682652,240952.57404795487,497953.9844851904,11.739897057497082,0
11000,서울,202007,1,D,191551.63043478262,317416.6666666667,410947.5587703436,522326.0869565217,881359.8553345389,4.60116081149523,0
11000,서울,202008,1,D,192357.78985507245,319137.6811594203,413783.00180831825,526239.1304347826,888146.4737793852,4.617158860312019,0
A1000,전국,202008,0,D,42191.76657263752,90031.82299012694,148947.02045133992,230390.69111424542,477209.09732016927,11.310479178410416,0
11000,서울,202004,0,S,160969.61271102284,293747.76564051636,503753.30464526097,779388.2820258193,1605505.1891769639,9.973964415626767,0
A1000,전국,202005,1,S,84741.50668993601,168988.36532867947,259034.03141361257,408147.17859220476,939470.1078215182,11.086304038220394,0
11000,서울,202002,0,D,112688.18272095332,196713.00893743793,294854.0218470705,422000,773283.7301587302,6.8621545887698945,0
A1000,전국,202002,1,S,84972.73996509599,168020.0698080279,255075.62536358347,394866.49214659684,934892.2025347038,11.002260288637588,0
11000,서울,202005,0,D,112923.03872889772,196995.53128103277,295621.64846077457,423805.85898709035,777094.246031746,6.881627122144408,0
A1000,전국,202005,0,S,64754.95416078984,133955.8533145275,213498.06064880113,344977.4330042313,857962.8403897003,13.24937761919088,0
11000,서울,202006,0,S,160976.66335650446,293983.11817279045,505062.5620655412,781282.0258192652,1600376.2209229956,9.941666000237236,0
11000,서울,202006,0,D,113067.52730883814,197317.77557100297,295998.01390268124,424647.46772591857,778969.246031746,6.889416126559764,0
A1000,전국,202006,0,S,64759.66149506347,134266.3258110014,214490.21509167843,347614.4217207334,861280.5413770063,13.29964551224006,0
A1000,전국,202002,0,D,42221.632581100144,89513.76939351199,146701.25176304654,224235.01410437236,466685.73695345555,11.053237604136608,0
A1000,전국,202003,1,S,84951.16346713205,168585.80570098895,257184.7004072135,401892.08842350205,940422.5737254677,11.070155314462774,0
11000,서울,202003,1,S,296827.7173913043,531317.5523349437,720557.4844283705,989594.2028985508,1804087.2164382995,6.077893372942641,0
11000,서울,202005,1,D,190707.42753623187,315884.05797101447,408066.0036166365,517996.3768115942,874258.5895117541,4.58429228901248,0
A1000,전국,202006,1,S,84781.58813263525,169761.78010471203,260863.29261198372,412715.8231529959,942637.647088534,11.118424033456876,0
11000,서울,202004,0,D,112896.22641509434,196968.7189672294,295445.8788480635,423181.2313803376,776469.246031746,6.877725418180419,0
A1000,전국,202003,0,D,42210.172778561355,89544.62270803949,146967.29548660084,225095.90973201694,468072.28490832157,11.089087158298877,0
A1000,전국,202003,0,S,64877.16854724965,133815.74400564175,212593.4414668547,341445.1692524683,856203.7744125805,13.197304900706516,0
A1000,전국,202001,1,S,85073.0017452007,167833.91506689935,253979.34845840605,390967.2859843101,930601.4853026303,10.938857995041054,0
11000,서울,202001,1,D,190420.28985507245,314326.0869565217,405031.64556962025,513148.5507246377,869146.4737793852,4.564358527344363,0
11000,서울,202002,1,D,190373.1884057971,314762.6811594203,406039.78300180833,514675.72463768115,872095.8408679927,4.580980379490436,0
A1000,전국,202002,0,S,64893.81170662906,133609.8695345557,211761.81241184767,337673.8363892807,850834.1664870083,13.11117569011736,0
11000,서울,202003,1,D,190529.89130434784,315233.6956521739,406891.50090415915,515778.9855072464,873728.7522603979,4.585783082533358,0
11000,서울,202001,0,D,112574.97517378352,196693.14796425024,294580.9334657398,421280.53624627605,771065.4761904762,6.849350621665001,0
A1000,전국,202005,1,D,63467.771960442115,127742.58289703316,187564.28155904595,270084.6422338569,514313.55439208844,8.103538827747842,0
11000,서울,202002,0,S,160675.6504468719,293139.0268123138,501563.21909029956,777518.3714001987,1612888.1256849004,10.038161483704146,0
A1000,전국,202004,0,D,42192.84203102962,89590.35613540198,147197.54936530325,225772.1262341326,468839.56276445696,11.111827035013693,0
A1000,전국,202004,0,S,64806.71720733427,133888.91043723555,213186.17771509168,343738.71650211565,857959.7687708316,13.23874755183148,0
A1000,전국,202004,1,S,84830.10471204188,168840.60500290868,258466.25945317044,405919.4299011053,940839.0949587426,11.090863298500535,0
A1000,전국,202004,1,D,63462.07097149506,127592.05933682373,187152.2687609075,269383.9441535777,513966.40488656197,8.098796604312167,0
A1000,전국,202003,1,D,63475.74171029669,127427.57417102967,186619.69168121,268456.2245491565,513530.8318789994,8.090190331650701,0
11000,서울,202003,0,S,160844.9851042701,293570.0099304866,502870.4843870683,779125.1241310824,1611104.3955261703,10.016503744159312,0
A1000,전국,202001,0,S,64964.70380818054,133478.34626234134,211272.5669957687,335415.1904090268,846796.0993802013,13.034710384896272,0
A1000,전국,202001,1,D,63453.43222803956,127049.8836532868,185060.7911576498,265795.9569517161,509280.2501454334,8.02604732735618,0
11000,서울,202001,0,S,160719.8411122145,293206.01787487586,500724.18870154524,775776.3771576493,1612532.6447066395,10.033189639484338,0
11000,서울,202005,1,S,297166.4855072464,532717.3913043478,721743.21880651,988293.4782608695,1775085.4081200354,5.97337012984511,0
A1000,전국,202005,0,D,42177.85613540198,89654.28420310296,147367.2425952045,226230.3420310296,469197.8138222849,11.124268912958422,0
11000,서울,202005,0,S,160893.14796425024,293694.14101290965,504105.2631578947,780145.9781529295,1598022.054256329,9.932194592969259,0
11000,서울,202006,1,S,297652.17391304346,533704.7101449275,722609.4032549729,989273.5507246377,1776895.534702314,5.969704542528955,0
A1000,전국,202006,1,D,63523.15299592786,128156.05002908668,188704.6247818499,271591.3321698662,516356.16637579986,8.12862935832075,0
11000,서울,202004,1,D,190671.19565217392,315648.5507246377,407433.09222423146,516817.02898550726,873909.5840867993,4.583333004744996,0
11000,서울,202004,1,S,297219.02173913043,532463.003220612,721240.506329114,988704.7101449275,1789488.6630929108,6.020774352267224,0
A1000,전국,202001,0,D,42242.41889985896,89431.9640338505,146453.72002820874,223471.79125528914,464826.8688293371,11.003793838872449,0
11000,서울,202001,1,S,297151.884057971,528866.2685591998,717109.2035723882,988193.8405797102,1810688.7990312707,6.093479113455749,0
11000,서울,202006,1,D,191020.83333333334,316378.6231884058,409009.04159132007,519449.27536231885,876627.486437613,4.589172139710484,0
A1000,전국,202002,1,D,63482.72251308901,127250.87260034904,185757.27166957533,267170.1570680628,511752.6178010471,8.061289710685184,0
11000,서울,202002,1,S,296180.94202898553,529718.4489966555,718805.7464335946,988873.1884057971,1809436.2218632542,6.109225696520929,0
11000,서울,202003,0,D,112767.62661370407,196884.30983118172,295180.73485600797,422790.4667328699,774604.1666666666,6.869029613615482,0
A1000,전국,202006,0,D,42177.92665726375,89752.52115655853,147804.12552891395,227330.5712270804,470804.7425952045,11.162349122111815,0
